WeatherTime,t-000h,t-006h,t-012h,t-018h,t-024h,t-030h,t-036h,t-042h,t-048h,t-054h,t-060h,t-066h,t-072h,t-078h,t-084h,t-090h,t-096h,t-102h,t-108h,t-114h,t-120h,t-126h,t-132h,t-138h,t-144h,t-150h,t-156h,t-162h,t-168h,t-174h,t-180h,t-186h,t-192h
2018-03-22T00:00:00,16.666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-23T00:00:00,18.333333333333,,,,18.888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-24T00:00:00,23.333333333333,,,,21.666666666667,,,,22.777777777778,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-25T00:00:00,11.666666666667,,,,12.777777777778,,,,13.333333333333,,,,16.666666666667,,,,,,,,,,,,,,,,,,,,
2018-03-26T00:00:00,12.777777777778,,,,12.777777777778,,,,12.222222222222,,,,11.111111111111,,,,14.444444444445,,,,,,,,,,,,,,,,
2018-03-27T00:00:00,19.444444444445,,,,16.666666666667,,,,16.666666666667,,,,16.666666666667,,,,17.222222222222,,,,20,,,,,,,,,,,,
2018-03-28T00:00:00,27.777777777778,,,,26.666666666667,,,,26.111111111111,,,,25.555555555556,,,,24.444444444445,,,,23.888888888889,,,,25,,,,,,,,
2018-03-29T00:00:00,28.888888888889,,,,28.888888888889,,,,28.333333333333,,,,28.333333333333,,,,27.222222222222,,,,26.666666666667,,,,26.666666666667,,,,27.222222222222,,,,
2018-03-30T00:00:00,24.444444444445,,,,25,,,,24.444444444445,,,,25,,,,25,,,,24.444444444445,,,,23.333333333333,,,,23.333333333333,,,,
2018-03-31T00:00:00,22.222222222222,,,,22.222222222222,,,,23.333333333333,,,,23.333333333333,,,,23.888888888889,,,,22.222222222222,,,,21.666666666667,,,,21.111111111111,,,,20.555555555556
2018-04-01T00:00:00,27.222222222222,,,,27.777777777778,,,,27.777777777778,,,,26.666666666667,,,,26.666666666667,,,,25.555555555556,,,,24.444444444445,,,,23.333333333333,,,,21.666666666667
2018-04-02T00:00:00,30,,,,29.444444444445,,,,30,,,,28.333333333333,,,,28.333333333333,,,,26.111111111111,,,,27.222222222222,,,,26.111111111111,,,,24.444444444445
2018-04-03T00:00:00,30,,,,30,,,,30,,,,30.555555555556,,,,30,,,,30,,,,25.555555555556,,,,24.444444444445,,,,
2018-04-04T00:00:00,22.777777777778,,,,23.333333333333,,,,23.333333333333,,,,25,,,,25,,,,25,,,,26.111111111111,,,,26.111111111111,,,,
2018-04-05T00:00:00,20,,,,20,,,,20,,,,20,,,,20,,,,21.111111111111,,,,21.666666666667,,,,22.777777777778,,,,22.777777777778
2018-04-06T00:00:00,25.555555555556,,,,25,,,,25.555555555556,,,,25,,,,24.444444444445,,,,24.444444444445,,,,23.888888888889,,,,23.888888888889,,,,23.888888888889
2018-04-07T00:00:00,25.555555555556,,,,23.333333333333,,,,23.333333333333,,,,23.888888888889,,,,20.555555555556,,,,23.888888888889,,,,23.888888888889,,,,22.222222222222,,,,21.111111111111
2018-04-08T00:00:00,21.666666666667,,,,17.777777777778,,,,17.222222222222,,,,18.333333333333,,,,18.888888888889,,,,18.888888888889,,,,21.111111111111,,,,21.111111111111,,,,17.222222222222
2018-04-09T00:00:00,14.444444444445,,,,16.111111111111,,,,17.222222222222,,,,20.555555555556,,,,21.111111111111,,,,22.777777777778,,,,23.888888888889,,,,24.444444444445,,,,23.888888888889
2018-04-10T00:00:00,20,,,,20.555555555556,,,,21.111111111111,,,,22.222222222222,,,,23.333333333333,,,,23.333333333333,,,,23.888888888889,,,,23.888888888889,,,,23.333333333333
2018-04-11T00:00:00,23.333333333333,,,,22.777777777778,,,,22.222222222222,,,,22.222222222222,,,,21.666666666667,,,,21.111111111111,,,,21.666666666667,,,,21.666666666667,,,,20.555555555556
2018-04-12T00:00:00,26.111111111111,,,,26.111111111111,,,,26.111111111111,,,,26.111111111111,,,,26.111111111111,,,,25.555555555556,,,,25.555555555556,,,,24.444444444445,,,,
2018-04-13T00:00:00,27.777777777778,,,,27.777777777778,,,,27.777777777778,,,,27.777777777778,,,,28.888888888889,,,,28.888888888889,,,,27.777777777778,,,,27.222222222222,,,,25
2018-04-14T00:00:00,30,,,,28.888888888889,,,,29.444444444445,,,,30,,,,28.888888888889,,,,28.888888888889,,,,30,,,,28.888888888889,,,,26.111111111111
2018-04-15T00:00:00,25,,,,25,,,,25,,,,25.555555555556,,,,25.555555555556,,,,25,,,,23.888888888889,,,,23.888888888889,,,,
2018-04-16T00:00:00,16.666666666667,,,,18.333333333333,,,,18.888888888889,,,,18.888888888889,,,,18.888888888889,,,,20,,,,20,,,,20,,,,
2018-04-17T00:00:00,23.333333333333,,,,22.777777777778,,,,23.333333333333,,,,24.444444444445,,,,23.333333333333,,,,22.777777777778,,,,22.777777777778,,,,22.777777777778,,,,
2018-04-18T00:00:00,29.444444444445,,,,28.888888888889,,,,28.888888888889,,,,28.888888888889,,,,28.333333333333,,,,27.777777777778,,,,26.666666666667,,,,26.111111111111,,,,
2018-04-19T00:00:00,26.666666666667,,,,25,,,,26.666666666667,,,,26.666666666667,,,,27.777777777778,,,,27.777777777778,,,,27.222222222222,,,,26.111111111111,,,,
2018-04-20T00:00:00,22.222222222222,,,,22.222222222222,,,,22.222222222222,,,,22.777777777778,,,,23.888888888889,,,,24.444444444445,,,,25,,,,25,,,,
2018-04-21T00:00:00,23.888888888889,,,,23.333333333333,,,,23.333333333333,,,,23.333333333333,,,,23.888888888889,,,,24.444444444445,,,,24.444444444445,,,,26.111111111111,,,,
2018-04-22T00:00:00,22.222222222222,,,,21.111111111111,,,,21.111111111111,,,,21.666666666667,,,,22.222222222222,,,,23.333333333333,,,,23.888888888889,,,,23.888888888889,,,,
2018-04-23T00:00:00,21.111111111111,,,,20.555555555556,,,,20,,,,20,,,,20,,,,20,,,,20.555555555556,,,,22.777777777778,,,,22.777777777778
2018-04-24T00:00:00,25.555555555556,,,,25.555555555556,,,,25.555555555556,,,,24.444444444445,,,,22.222222222222,,,,21.666666666667,,,,21.111111111111,,,,21.111111111111,,,,
2018-04-25T00:00:00,26.666666666667,,,,26.666666666667,,,,26.111111111111,,,,25.555555555556,,,,25.555555555556,,,,23.888888888889,,,,23.333333333333,,,,22.777777777778,,,,
2018-04-26T00:00:00,25.555555555556,,,,25.555555555556,,,,25,,,,23.888888888889,,,,23.888888888889,,,,23.888888888889,,,,25,,,,25.555555555556,,,,
2018-04-27T00:00:00,25.555555555556,,,,24.444444444445,,,,24.444444444445,,,,24.444444444445,,,,25,,,,25,,,,25,,,,25,,,,
2018-04-28T00:00:00,28.333333333333,,,,27.222222222222,,,,26.111111111111,,,,25.555555555556,,,,25.555555555556,,,,24.444444444445,,,,23.888888888889,,,,23.888888888889,,,,23.888888888889
